	0	600	1200	1800	2400	3000	3600	4200	4800	5400	6000	6600	7200	7800	8400	9000	9600	10200	10800	11400	12000	12600	13200	13800	14400	15000	15600	16200	16800	17400	18000	18600	19200	19800	20400	21000	21600	22200	22800	23400	24000	24600	25200	25800	26400	27000	27600	28200	28800	29400	30000	30600	31200	31800	32400	33000	33600	34200	34800	35400	36000	36600	37200	37800	38400	39000	39600	40200	40800	41400	42000	42600	43200	43800	44400	45000	45600	46200	46800	47400	48000	48600	49200	49800	50400	51000	51600	52200	52800	53400	54000	54600	55200	55800	56400	57000	57600	58200	58800	59400
A1	0.10148236846799329	0.10167124162352195	0.10228835527908639	0.10281957106792887	0.10331372743269734	0.10432729123164375	0.10505425353466616	0.10646431607563467	0.10783581716070549	0.10952841691453565	0.1116076575386214	0.11398719970337508	0.11699506816025104	0.12063675380304892	0.12491285507759187	0.12982847066926662	0.1355381549424428	0.14288241963867201	0.1504045795060365	0.15955064537769983	0.1695590363190814	0.18063293153645443	0.1937082722364979	0.20711878365962372	0.22113839906003194	0.23629067705189516	0.2512811474021325	0.2660434015578981	0.2806441581614889	0.29427944040797366	0.30734216256497493	0.3189862502168346	0.3297740684389665	0.3402294379190372	0.3496552421362642	0.35664767973371203	0.36356321328878377	0.36885055698431235	0.3741782710262493	0.37796841138696513	0.3810697540921842	0.3839007883527317	0.3869669074895353	0.3891634000916618	0.3908858931763489	0.39280690223891473	0.39373388010015903	0.39490618200209754	0.39566092919936185	0.39617398339019266	0.39706854636234706	0.3986457642384929	0.3994462196906112	0.4000604450544484	0.3996209826532191	0.39990231448226243	0.4009907918939823	0.40129797041321175	0.40110898507439047	0.40200570141112024	0.401892737986373	0.40199990606660785	0.4027998269973636	0.40392704385426953	0.4035156389761003	0.40491747626679486	0.40378670220992935	0.40452680721861795	0.4050472997163724	0.4053300322031715	0.4053228537964575	0.4057658530563258	0.4067260391757269	0.4067557527126451	0.4062108590172331	0.406827153239421	0.4069980278701964	0.40782562107363385	0.40737274253856237	0.4086404901629743	0.40856080126700484	0.4093926930504971	0.40998731335206795	0.41053923787483143	0.4110837819793826	0.41014895148894476	0.4108716289891183	0.4116718402151755	0.41209815865462285	0.41212338231060175	0.41222364769953174	0.4135457348915163	0.41339110930127776	0.41345761056369196	0.41402682515248773	0.41507561800907655	0.4152778974368167	0.41455163356003577	0.41582485231310495	0.41556309978384137
A2	0.10264283011383606	0.10282478501389844	0.10352670086163224	0.10428014909983284	0.10494343431015768	0.10580730994349673	0.10686514283608635	0.10805941270011506	0.10969520641675148	0.11180959784017315	0.11374838845521777	0.11663122046708027	0.11986281739183097	0.1236205953960763	0.12812806035487884	0.13329262346580933	0.13966059961066452	0.1466337529303644	0.1549426016628089	0.1641961969369943	0.1749083524715952	0.1865244980305898	0.19986501037637563	0.21319682643251586	0.22800992924330696	0.24292870188281426	0.2579184284984505	0.27327666015229524	0.2880998848423465	0.3013360036565378	0.31518362178096626	0.32707523674019445	0.33860033963849484	0.34812811224009244	0.3572172417705819	0.36551755944717673	0.37129360708828557	0.3774374354206066	0.38325439607104317	0.38772543832404394	0.3909281289176455	0.3934137583336534	0.39679780232077877	0.3990845289744519	0.40164762808528515	0.402791525430273	0.40479643697314216	0.40507477138841913	0.4066545644428467	0.40770772479461265	0.40814421447670013	0.4084612991011469	0.40941292331908935	0.41146601013847317	0.41103824042256615	0.4107664017253366	0.4114830165938229	0.41197261275268765	0.41147570396641486	0.4132000775057598	0.41278570559355	0.4137979653481962	0.41382068584416093	0.4141867245550432	0.4136798449224816	0.4149537690605802	0.41509870908347674	0.41552454670381717	0.41539472982972947	0.4165827719435925	0.4164951270268986	0.416500791046805	0.41647465311913867	0.41689171348428516	0.41731554650839237	0.4176552240384358	0.4181042657988872	0.41851837171599876	0.4186176853430741	0.4195080961049442	0.4199120276897909	0.4194551367253213	0.42101735993563155	0.4198559693735803	0.4210092052790463	0.4211920925212861	0.4221165955195453	0.42235512434973543	0.4229778589462465	0.42370217905597585	0.42327763193199475	0.4236796834353447	0.42457638577696033	0.4242801638531123	0.4250968401738195	0.4247223194559149	0.42610595456338374	0.426078400799025	0.42659985896107744	0.42719887867815465
A3	0.10164240205680158	0.10185335044981723	0.10249986466437941	0.10310115282127433	0.10373298734975754	0.10433627204141367	0.10547267985587477	0.1065726887786385	0.10819766521989041	0.10978430669547282	0.11203621658547977	0.11467030229521342	0.11765736179933137	0.12124007971598197	0.1254091266170695	0.13041348320283516	0.13615225783321197	0.14337757157837075	0.15106210131918107	0.1600485304417495	0.17048307033296972	0.18181178433283773	0.19435564056053717	0.2076936530806291	0.22170276727186156	0.23651652426517386	0.2510680852155459	0.265902521791785	0.2803043107564756	0.2941320392844414	0.3068950516150502	0.3185213789137052	0.3301642674204715	0.34015817028523676	0.34797972580078773	0.3564617162607562	0.36275081868696785	0.36749746970298713	0.3724026381235428	0.3762409558795989	0.3796564331871109	0.3831080099729617	0.3852739871823987	0.38758686354945193	0.39073061868305214	0.3909807657952314	0.3930550441825187	0.393908974562901	0.39470656170059076	0.39511703917068397	0.3965089805852366	0.39738728089075814	0.39704078986018115	0.39801884505323687	0.39873554997290833	0.39930878542824355	0.3997699205426393	0.4002776769913729	0.3998271658590709	0.4013804218944118	0.40124986048051314	0.40164158509204884	0.4014109756960856	0.40256343603007616	0.40185791157347833	0.4023186912798649	0.40274434897065503	0.40340935158807034	0.40343877662672684	0.4036693128344046	0.4039079318111534	0.40384322808139045	0.4045901080797424	0.4047021554665386	0.4060580495633752	0.40551888210979375	0.4062207560397294	0.40656874927124703	0.40645766286247137	0.4079741593380277	0.40732637467085553	0.40758589422536373	0.4082363626804745	0.4084164880052421	0.40835561360066797	0.4094281092852155	0.4104991956781199	0.4103190547798662	0.41069521205253523	0.41088435049093675	0.4109845487703968	0.4117986136238325	0.4118792446490969	0.4128282333091302	0.41334001597752656	0.414409756988008	0.4138665879061463	0.4135421429195286	0.4148698366319454	0.41490958113163107
A4	0.10210946106216603	0.10239716256001868	0.1030053695977176	0.10351082161653506	0.10441685923772348	0.10515643255785419	0.10629159880171754	0.10745640480324291	0.1090544431349197	0.11069654120612235	0.11303871011331293	0.1156187395896905	0.11877389658024426	0.1224040312384552	0.1268334336397318	0.1320577467517854	0.13805941174684372	0.1453195628513316	0.15312682379715556	0.16230014737826845	0.1728434310014337	0.1846433479429839	0.1970111600042838	0.2106743423098373	0.22541873100316467	0.23973529620839237	0.25492041389883785	0.27018516964330236	0.284251837283323	0.2987264448917132	0.31160742131884767	0.3244949026675351	0.3346618973963418	0.34496422865345133	0.3540770990706423	0.3620128297285019	0.36846860708075957	0.3751306634129438	0.3791817763895566	0.38413994357330167	0.38657010024098915	0.39129271745108235	0.3923215659199826	0.39478319332798933	0.3966567930912521	0.3988904329536656	0.400507246038332	0.40112883049691594	0.40272907515968914	0.40334947193592974	0.4050366375732383	0.4046131444629587	0.40644978096360085	0.40615733281535227	0.4065894613093386	0.40749429238136947	0.40811138041841816	0.40826633624387626	0.4081245730670196	0.40889083781148994	0.4089407022156694	0.40979634517105984	0.4097158559021051	0.4101629156323411	0.410173577785344	0.41086331249935754	0.411065105882024	0.4108106016714208	0.41061050306613756	0.4113169418803198	0.41189678952635694	0.4127501729518709	0.4130811186292705	0.41391181933021937	0.412970430664394	0.4141478985954043	0.41441517564878744	0.4145231412881689	0.41421366618171185	0.4146437254039897	0.415268693463587	0.41598263458105855	0.41611100123334627	0.4173999299242929	0.4163388084141211	0.41726071727058134	0.4179319273221567	0.4180759452519377	0.41767517753307937	0.4185166464211669	0.41965989897477235	0.4194280952453544	0.4206067878948017	0.42025039684959853	0.42144346271573335	0.42138457786796096	0.4219672832010472	0.4221768525464777	0.42258658977826663	0.4234224261185018
A5	0.10184555557446333	0.10212279863542958	0.10277679166150681	0.10327539228867891	0.10408008417500902	0.1049469544653495	0.10597076077556396	0.10734390964548893	0.10864057164113715	0.11067749688550176	0.1126592363614955	0.11540054822526118	0.11857246630582875	0.1219001577484534	0.12623917993104655	0.13141706651879717	0.1376793445370225	0.14425826025645114	0.15227861753347638	0.1611700144348988	0.17125159666184608	0.18269002685909613	0.19567466442109335	0.2088174027885556	0.22292902279688345	0.2374783833160864	0.2531012807062004	0.2678061318829965	0.2828987806640728	0.2968985931778729	0.3099508082569155	0.3215716122971232	0.33374167150378464	0.3433941537348723	0.3516594664691166	0.3601543232184608	0.3666075656368625	0.3739713653756614	0.3780839756319749	0.38397168348316263	0.3870129472876879	0.3899058162549095	0.3929075014902486	0.39532918441570825	0.3967747427692559	0.39959268161122646	0.400436196630155	0.401736003088569	0.4022868469009324	0.40358767132604306	0.40428640138120653	0.40550849930697547	0.40554589668405117	0.406155814238952	0.4072840045898343	0.408036228474956	0.4077204299484738	0.4082011321866735	0.40860315343616105	0.4094551531032022	0.41001244921310015	0.4105153018963285	0.410462313452891	0.4105673271315229	0.4102208713436067	0.4108951197862444	0.4110214989924368	0.4112608868015624	0.4118924186590215	0.41237071076053683	0.41237664469550966	0.4124745460166881	0.41284279698671084	0.413945526940586	0.41462246817581894	0.4143019972575525	0.4142623526799704	0.41487046916875076	0.41472235290828263	0.41557089029769595	0.41661515869136795	0.41623371600528775	0.41637986134729765	0.417341620996594	0.4173787209276217	0.4183626665395655	0.41821191836824567	0.4189213582840512	0.41935976219802146	0.4191614465458503	0.4198229876003712	0.4202346877286049	0.42060547863545406	0.42136876439057713	0.4217446652602406	0.42229311435406874	0.42263730547572115	0.4227160934100536	0.4229444537015042	0.42357455320968734
A6	0.10317186029336052	0.10385534778806768	0.10442455347144912	0.10513879738637572	0.10597739226847275	0.10746934404588623	0.10865055627007367	0.11024260285003049	0.11226212972344758	0.11431679860902885	0.11711425299396645	0.12048632415785868	0.12426416532033271	0.12899493202088494	0.13405571750377296	0.14033666027631828	0.1475214436482968	0.15639256530052037	0.16642784778491268	0.1777012835302128	0.19130539571614258	0.20635448591949654	0.22280850224213194	0.24048027824883006	0.26072597696254574	0.28194698695052434	0.3049884417994348	0.32818151015743213	0.3527767251745957	0.37620618918891513	0.39953804707700274	0.4225234654254955	0.4441746360761266	0.4639415351169883	0.4825332850779174	0.49885431711930145	0.5153161071917657	0.5276789430317291	0.540496767788651	0.5517981140407693	0.5599717540069591	0.5670992060054434	0.5747497447208855	0.5800752344384313	0.5864015649516123	0.5911367492474433	0.5935715900466334	0.5974697425871156	0.600509843994811	0.6017799097264256	0.603591677461305	0.6071374890275991	0.6080152767897813	0.6092639016673791	0.6101457139365449	0.6113241240473274	0.6119552515492088	0.6133465510209148	0.6137795772712025	0.6150028054732861	0.6141902042204754	0.6150172081516304	0.6156840926397282	0.6169490669740949	0.6171898786083597	0.6173394755944112	0.6167153870444125	0.6191872305670063	0.6190692318505497	0.6192893609108862	0.6194321538873647	0.6181052377298668	0.6197921602052906	0.6201800381010679	0.6207979419803425	0.6204544251754046	0.6211381266331243	0.6220462854281927	0.6217864316528692	0.6220705578784897	0.6235055572006271	0.622236031367962	0.6235081811714079	0.62324761294269	0.6250932630295679	0.6246793725172878	0.6251465975698826	0.6250265351465054	0.626099327059019	0.626968616602592	0.6266070827420898	0.6272701776326061	0.6269964856614776	0.628986154364152	0.6271104259694456	0.6284866781993234	0.6292762883705464	0.630033979441189	0.6298234794826016	0.6302147396041886
A7	0.10199065279145575	0.10214182986851265	0.10278875869647039	0.1032203442803132	0.10418889412083189	0.1047300656334029	0.10592841415668099	0.10723018405181203	0.10859756745920192	0.11022414303436603	0.11271368591427654	0.11501210787103668	0.11808744757991953	0.12167371085649693	0.12591744087517534	0.13100458547630447	0.13673799957621793	0.14387334446810202	0.15206174191000238	0.161117470098127	0.17130675603126483	0.1825383152452623	0.19539097728972485	0.20862528344030037	0.22285393393440348	0.23759851379770597	0.25294980036711595	0.2682526275194151	0.28294039350441774	0.29741012470602307	0.3104879987070561	0.3229824185570286	0.33445574977819365	0.3446946396342442	0.35391569098268794	0.36104081749456435	0.3681416492594084	0.3740980603549879	0.3793914005704313	0.38403729199559705	0.3878162264352479	0.3912744704420245	0.39418228012581286	0.39619443199256404	0.39831802902920166	0.3996060391671179	0.40134303883812866	0.40279268364875426	0.4040521413746376	0.40437902170306217	0.4051196036524957	0.4069113116436726	0.4072509209427704	0.40783267819908514	0.40830839302565514	0.40877769722798457	0.40858241584962074	0.4098119036105327	0.40997263052479166	0.40986099918639735	0.4111919552318598	0.4102064107757837	0.41202558510547793	0.41109672861306024	0.411838442525101	0.41249849084233875	0.4120642479939537	0.4129090037199664	0.4131675093924105	0.4131898665286127	0.41303166122207213	0.4135845891893419	0.41414639920576407	0.41447359914297155	0.41471398749485644	0.4150121819489124	0.4161793567704773	0.4156322466149352	0.41594263666055675	0.41690174019993115	0.4174055517833808	0.4179435519254264	0.41801795387141316	0.41908570879553564	0.4183626140181616	0.4190455081237975	0.41946180631086283	0.4196402751059967	0.42043027375504693	0.4204669409139568	0.42108998238964346	0.4212287252123846	0.4217232407410133	0.42219834404652373	0.4224196388245723	0.42296949690466457	0.42340777410028674	0.4239896562370813	0.42465674145544857	0.42486832007288555
A8	0.1019295609594824	0.1021290195766588	0.1026893679322189	0.10320110692777992	0.10426105429804915	0.10489813736095487	0.10609045274038649	0.10740478575781066	0.1089469737091901	0.11077100035200202	0.11273465045417576	0.11570281482437551	0.11868105667032777	0.12235820520745294	0.12663426830646582	0.1318031796483098	0.13792245487341753	0.14508217466112203	0.15309640814999212	0.1624110666891811	0.1724619686358102	0.18444332048666945	0.19717770363545284	0.21041562937525546	0.2246269516100058	0.23991456682752327	0.25477984943745524	0.2694993119834803	0.28464806754273636	0.29792504221930954	0.3111249260785956	0.32286612696022254	0.3339483058679866	0.3441966751546175	0.35269731262245435	0.36059996974901326	0.36773588801867363	0.37315144874306916	0.3778463972156557	0.38215190837896346	0.3859846154927044	0.3896540790425473	0.3914919347798201	0.39462951192618434	0.3962322761377458	0.3973404262574274	0.3998272502049425	0.4010593263329877	0.4012646911010607	0.40222787269181376	0.40234658116166	0.403523086480681	0.4042320180940947	0.40474884243219666	0.4056002837107955	0.40626246232798036	0.405961275506348	0.40638703094121076	0.4067746574496466	0.40708202258019033	0.40767708973262673	0.40819744987446105	0.40883910035907	0.408177677052052	0.40865833620282443	0.408984775527245	0.4101841102392721	0.41005052370758416	0.4108624108707637	0.4096543647163987	0.41087492316526264	0.4106619389903416	0.4120264556722175	0.41161780880035487	0.4122174501914193	0.4123169236495004	0.4125564985989755	0.41317769108197305	0.4137748668427343	0.41401003365294337	0.41429072630151736	0.41556976603395623	0.4147555151334759	0.41531279447827824	0.4156342643244509	0.41683449331234573	0.4161827246437152	0.41668460325639145	0.41727321643469995	0.4181329644606771	0.41781476384650534	0.4183671602438835	0.4189650510714123	0.41895930334948944	0.4202868752838916	0.42015221254504354	0.4205840035797269	0.42156215481838716	0.4214887828304269	0.42197230082562454
A9	0.10196043035014259	0.10210135642415161	0.10277713888814488	0.1031235865892812	0.10415565111799609	0.10479692769075657	0.1058567975296725	0.10724294161583671	0.10865445093926654	0.1105765558290057	0.11249014396705208	0.11523041248615189	0.11818368666818758	0.12155041740504823	0.12596357021250668	0.1310341551625247	0.13690994546653604	0.14375434912164362	0.1516833567099089	0.1609427607415924	0.1709073186589858	0.182420855673897	0.19480241785918692	0.20797254855796046	0.22212994062947924	0.23724108509724443	0.2516623621769702	0.26611552059659194	0.2811055962983571	0.2952005636133642	0.3078146070680504	0.32028836370249797	0.3312894358619316	0.34102924363265863	0.3498965854759288	0.3570180143806956	0.3648374898548793	0.3698022544830585	0.37512006137877885	0.3792195258709456	0.38292739754814054	0.38638863741361673	0.38923783442540716	0.39134652992377633	0.39347462093291163	0.3959788691570255	0.39655091359992584	0.3977076553131756	0.398295009406417	0.40009208760915815	0.40086278147057985	0.40143105697502807	0.40186216783202866	0.40242810440565147	0.4032395569130184	0.4029500657795124	0.4031545207553567	0.4037470289067768	0.4040614854445064	0.404843365361188	0.4052754343428022	0.4057979016507126	0.40607196193803846	0.4061029236968488	0.40700419049606895	0.4067304175840972	0.40737767660828356	0.40816641194701625	0.4080140848408259	0.4082047060551173	0.40920916645472893	0.4092301272209611	0.40913156837709236	0.40922739687768217	0.4090165845434925	0.4102144896670421	0.4097828057534769	0.41113765946455966	0.41145184723594636	0.4116137299232195	0.4117943605266018	0.41189714983680437	0.4132101038832739	0.4129345285648922	0.41359627352550166	0.4138467996531178	0.41442108697982943	0.4146507736371053	0.4145529478673008	0.41551708613385563	0.4160409084941764	0.416708463989609	0.4164195125456656	0.4168033500126908	0.41736488296788754	0.41786207415184795	0.41842405331628396	0.41877772750311165	0.41886611541228397	0.4194082499117584
A10	0.10170369843460196	0.10217996438334549	0.1029419501482153	0.10322240736361014	0.10377786715870205	0.10464055254331144	0.10584749838893193	0.10721731359624243	0.10861128104274292	0.11024130034895063	0.11261242203185479	0.11505079269186436	0.11837595002036422	0.12229020251870484	0.1266213930742923	0.13189589477749378	0.13769341887701342	0.14466630175270612	0.15284815749209163	0.16186503038771233	0.1722993516638199	0.18382581104605122	0.1964833691077031	0.21021330231560148	0.2247903178092147	0.2394379556778107	0.25432873397365247	0.2695600519268257	0.28393671019984906	0.2982480330519798	0.3107986708225035	0.3229374324371435	0.3342650782582278	0.3450103688532057	0.35316399486261896	0.3609773386069686	0.36756645646569586	0.37325802877480174	0.37884955206620813	0.3823257273706608	0.38673497231945614	0.389798588762987	0.39281838194456103	0.3943835659062839	0.39639238449945047	0.3989360686951382	0.3994812744190021	0.4011911626499572	0.4012831906403222	0.4024207148050425	0.4030222671156179	0.40320131535646564	0.4042736925791192	0.40537644254035426	0.40532280227428535	0.4065239531312672	0.40696496603686866	0.40700565577583064	0.40706234231268534	0.4067763410903634	0.4080482898889443	0.4082901755948278	0.40875813500634767	0.4095568544525754	0.4099424392450055	0.40982720031518033	0.4103619404567243	0.41021284220865334	0.41002987920053063	0.41131360465973854	0.4115736892954114	0.41160016737617505	0.4117277479878021	0.41180677145263256	0.4138273525506579	0.4135284331790146	0.41321493182440433	0.41391993713282177	0.4130552947503055	0.41412427216193964	0.41511531381283007	0.4145459784000612	0.41537580049529954	0.4159110772368889	0.4162809897750445	0.4164759966993977	0.4171678870596164	0.4165616627655205	0.4181155242561298	0.41708999512962597	0.4180828407977216	0.4187033200739768	0.4193985735137457	0.4197986271775215	0.4207208725007444	0.4203879544037473	0.4209375789095832	0.4209904049812699	0.42246648546046534	0.42195116673989363
