	0	600	1200	1800	2400	3000	3600	4200	4800	5400	6000	6600	7200	7800	8400	9000	9600	10200	10800	11400	12000	12600	13200	13800	14400	15000	15600	16200	16800	17400	18000	18600	19200	19800	20400	21000	21600	22200	22800	23400	24000	24600	25200	25800	26400	27000	27600	28200	28800	29400	30000	30600	31200	31800	32400	33000	33600	34200	34800	35400	36000	36600	37200	37800	38400	39000	39600	40200	40800	41400	42000	42600	43200	43800	44400	45000	45600	46200	46800	47400	48000	48600	49200	49800	50400	51000	51600	52200	52800	53400	54000	54600	55200	55800	56400	57000	57600	58200	58800	59400
A1	0.1025116451838472	0.10281824914361462	0.10327658800149306	0.10408196576468166	0.10458738543551681	0.10536544596772883	0.10653235514114928	0.10790381339648944	0.10911217941608561	0.1109841901627356	0.11313867957185293	0.11594022698689034	0.11898202616500032	0.12248975568436324	0.12709367238903155	0.1318790421380926	0.1378680408008197	0.14511492483276175	0.15300231311616336	0.16214851453811327	0.17302178448617772	0.1842899532375413	0.19677806136730638	0.21046384534513124	0.22508273047521327	0.23965802373267278	0.2552504226915098	0.270352533949556	0.28463064899474416	0.29852067358205	0.3120548472334769	0.32407974300300296	0.3350249409683229	0.34495558548147565	0.35436560325285393	0.3614176444752418	0.36762932191850645	0.37489103216656294	0.3794805758014011	0.3840363586752495	0.3875180920281196	0.39057555767979163	0.3927780821572517	0.3951503834216349	0.39666940879854157	0.39858350724741853	0.39990949558053496	0.401430541952927	0.4021889928576949	0.40335878453487883	0.4032728946337165	0.40477701014342876	0.4058220214181857	0.40615161843344916	0.405695213993439	0.4069436797743618	0.4074623083685723	0.40824437808574954	0.40849903879281246	0.40767762462558077	0.4085107847615527	0.408833581108411	0.40908560238429664	0.40843167702677274	0.4095611423378337	0.4107529332882107	0.41045849935741885	0.41122453192359737	0.4111966751261749	0.4116370213966492	0.4122730910843002	0.4124011569264061	0.4123977645193072	0.4128687515175562	0.41306772843349493	0.4136154618133275	0.4137865992413706	0.41472325994916753	0.41462992257976955	0.414974891808556	0.4158119653000935	0.41547387648779993	0.41659564209343414	0.41610963688106245	0.4163064898253094	0.41753631457391716	0.41737311253991716	0.41895690897002724	0.4189988707045494	0.41913517714203646	0.4189780440939884	0.4188375648489571	0.41948770367106913	0.4201610090308491	0.42104668805022577	0.42098370588391276	0.42146846292006523	0.4223967818447902	0.4220983951683278	0.4225188315806781
A2	0.10166189959050172	0.10214669346996183	0.10262181754758963	0.10318962164238436	0.10394716228415997	0.1046090189095204	0.10560031919245376	0.1067324507947386	0.10828518440553078	0.11016485580190968	0.11217924280365398	0.11487087762351317	0.1179459269354142	0.12171147085279611	0.12581285551837512	0.1308160020681731	0.13685862788828163	0.14401340999608975	0.1520614406700412	0.1611731752989461	0.17157982761651294	0.18280752698680283	0.19523957223083707	0.20898695607644496	0.22332154073017688	0.23790660682742115	0.25323467499226293	0.26763270888480695	0.2827641530618634	0.2958024384974306	0.3093895742720012	0.32070110508330324	0.3324266193976785	0.3418269517658544	0.3502070159701367	0.3588325843124548	0.3647149343781954	0.37039295038514175	0.3755144447611873	0.3801805727756588	0.3838847851177738	0.3859368267438291	0.3887045302345987	0.3911466820010263	0.3930736959632158	0.39412844187743873	0.39604060130043156	0.3974485986544198	0.39792653471095646	0.39873537045191293	0.3992396944336107	0.40064475299971475	0.40132308290893504	0.40116970473485875	0.4016435202201948	0.40221257021982043	0.40260386378098967	0.40280944651133	0.40314723927327023	0.40352019053109217	0.40464839998620217	0.4045839328380006	0.4044424589789864	0.4058519864671052	0.4058972391537003	0.40595546468650595	0.40592473543601193	0.4059306631034707	0.40629987851545124	0.4073935229570646	0.40758054369055424	0.40730582768181395	0.40743772571336073	0.4081139298744332	0.4092839615890476	0.4088623507538159	0.4097056608910636	0.4096822076326157	0.4103790747069663	0.41069567116666367	0.41019082847223426	0.41077058548382006	0.4113804394852387	0.4123702529151016	0.41250107719813955	0.4128483241353175	0.41331317549114943	0.4134155966950304	0.4141731107615498	0.4142504430470336	0.4141891391994679	0.41476532735111105	0.41532818174795155	0.4151805362931096	0.41666740870398755	0.4167346083634766	0.416764770414899	0.4169963178486576	0.4186034397219436	0.4187100641678663
A3	0.10170400322607344	0.10213024441851892	0.102428417815505	0.10296905172785464	0.10362416880128128	0.10463274345849662	0.10578894197068042	0.10694549759117052	0.10822559416423046	0.11026618359866018	0.1122116041783915	0.11491142545019566	0.11816054183086303	0.1220597544227377	0.12589833153959537	0.13118578787871912	0.13711369319306996	0.14431806363353084	0.1522672788871593	0.16138506159181168	0.17216458706610918	0.18366130162940394	0.1960095100362312	0.20989104876076367	0.22403805705002006	0.23858687991305672	0.2537995584034521	0.26832564341148196	0.2829155360253484	0.29659176317484565	0.3091682432263563	0.32098415639713906	0.33209673982663757	0.3422958256621931	0.35025818872335607	0.3578877914505856	0.36431153577222536	0.36949331071097696	0.3750764475570938	0.37827029846444926	0.381924831603643	0.3858870221585446	0.3873384760895063	0.38984652161037936	0.3920158125117262	0.39341138768841477	0.3951103721737372	0.3953841082285401	0.39630892540803253	0.39839114930217356	0.3982083085747644	0.3991245767008919	0.3998712164540862	0.3999970515514136	0.4004169565416372	0.40140498965160953	0.40123089704269194	0.40159514416038333	0.4026638850375062	0.4025424586582505	0.40259192646955616	0.40314798550209097	0.40412724047215215	0.40394238500384305	0.40476829644920176	0.40487793857070914	0.40495040340315497	0.4061283537990833	0.4052262810340341	0.4058524381257531	0.4059659581523853	0.4063657003890074	0.4072954768155215	0.4070603331743015	0.4070798459967333	0.40823637946957103	0.40837270554684824	0.40808297903743146	0.4086982681384547	0.4085665784807944	0.40943526811463155	0.4099794876179042	0.4102910700862278	0.41062551505231126	0.410651422931455	0.4113004788432566	0.4118496147610774	0.4123407222424493	0.412614329504637	0.4123178602316626	0.413617843561318	0.4131846049919826	0.4143154630158693	0.4149721873549089	0.41432220575205436	0.415454294458325	0.41618263713611914	0.4163991554680154	0.4174525777322993	0.4166649230026425
A4	0.10259038507954618	0.10286532323411998	0.10332327887463995	0.10393043191979552	0.10452590339146806	0.10543086592986475	0.10656533301521057	0.10786630280214624	0.1093517520371644	0.11106379949949073	0.11315684231367268	0.11580346157776274	0.11890986639483883	0.12257626548542261	0.12667934838675166	0.13184706220373665	0.1375488046769327	0.14438991255319603	0.15272324420540695	0.16178020666432424	0.17213905541084368	0.18318373882765035	0.1959869401264155	0.20934505154333005	0.22374947285818989	0.23864835693924252	0.2542071038549164	0.26883169119941885	0.2837823932831003	0.29864054483053654	0.3112833963179075	0.32439285390585637	0.3362428328393904	0.3462089158122226	0.3551408969585211	0.36325455249105043	0.3704588331896116	0.3774124994492969	0.3818675179332618	0.38655405738535875	0.3905193722034429	0.3944383218930611	0.3974184531279707	0.39971512535323706	0.401124449325746	0.40293412019429753	0.4047587121062588	0.40546713276648355	0.40653117642930436	0.4079283650075961	0.40854905442812633	0.40991679404532155	0.41005396028933705	0.4108603732784677	0.4120903731097578	0.4119290563652594	0.4114458683187618	0.41311175708468584	0.4135443911275556	0.41309717062161083	0.41447905176570077	0.41473458154951054	0.4150669316090656	0.4151232788011074	0.41524307907196734	0.41526672916004304	0.41644322448575827	0.4162236032718718	0.41662147906326613	0.4165775886260854	0.41713162619476285	0.4178043252165526	0.4175719972026284	0.4183883711254106	0.4183972851927337	0.4184189000781384	0.4191015326075359	0.4187910497810976	0.41932280143643436	0.4202133196666384	0.42090301647631917	0.42079356728864914	0.42129714674579155	0.4209374622063608	0.42171248543435697	0.4224791637386525	0.4228933402028376	0.4230641839254622	0.42374800863020384	0.42305571133036923	0.42419194804766164	0.42537742040450655	0.4248347941116452	0.42517283125341787	0.4259809696707331	0.4262512825315807	0.4260643849843014	0.42718210005573354	0.4275099032531155	0.4285281265943877
A5	0.10154979658246661	0.10207884649025183	0.10259880384219203	0.1029772060446969	0.10382902966926615	0.10463478064989046	0.10569981304955846	0.10679973895831957	0.10834940552474946	0.11028838191552852	0.11246255256425067	0.1150082260443219	0.118172591961771	0.12157999801352662	0.12589618595478375	0.1309112748496251	0.13694407490336186	0.14375454947670488	0.15161545113582806	0.16093046559863786	0.17139763536284422	0.1825863310493888	0.1947127233169669	0.20831437247410214	0.222526348529584	0.23731632119449103	0.252540383723892	0.2674729631013808	0.28211607710541986	0.29650061187153276	0.3100804927469729	0.32230071279575995	0.33319399025658764	0.34408403090545353	0.35302316995183547	0.3612418001203965	0.3682667091026043	0.37372945663260626	0.3795261842313073	0.38456029733461017	0.3877794749065398	0.39152630397504035	0.3943127387751987	0.3958892385164014	0.39851667032778487	0.40011025864049216	0.40126436984604935	0.40342760784957366	0.4037195560211384	0.404669913809919	0.4056568342974637	0.40609825377480707	0.40736416126821806	0.40684385102341974	0.40863423030397283	0.40866490320221865	0.40964713855495616	0.40931774116204406	0.4089976324150296	0.4100193343620071	0.4103671033765131	0.4107453230369558	0.4111388142366603	0.4110799094009255	0.4117482272138212	0.41219839249430223	0.41265520918656234	0.4132834329296646	0.4132898132263213	0.4137126799917114	0.4131937228162101	0.4140869955714558	0.41409859869632454	0.41448163457916276	0.41546233975000385	0.41585347320234306	0.4162028169982029	0.4160566101012642	0.41675444498602554	0.41746676773884983	0.41665197534030646	0.41714832766169024	0.41827128694720994	0.4187809435959044	0.41849753414464963	0.41877320573625043	0.41947718950286583	0.41964392283086227	0.4203669761832433	0.42134654833931345	0.4206850951365094	0.4208270423029851	0.42212492236728333	0.42267373094519367	0.4229561382672846	0.4226433208164748	0.4232844979279388	0.42469190003026003	0.4242722621186506	0.42529164434604433
A6	0.1028860853889994	0.10341633321426878	0.1041173605914983	0.10500267267521442	0.10604976865054358	0.1072578195220687	0.10838164267862968	0.11018073111928407	0.11195350040715017	0.11451457970017984	0.11696884035507796	0.12037195984480371	0.12403816170122786	0.12886908920016793	0.13410904921915207	0.14049689524456113	0.14796503508143588	0.15642259667207853	0.1663638209770625	0.17763912363520715	0.19056077536622043	0.20534961429019855	0.2219665327199133	0.23968550212884018	0.25991728840782424	0.28113724181002286	0.30391955874892157	0.3270136330839179	0.3502644233285274	0.37400766263284557	0.3973618659441738	0.41948754179290276	0.44055223398134935	0.4607609890519917	0.479795046822395	0.49628466522872805	0.5115020525243422	0.52577805397019	0.5379824086123894	0.5485347450398761	0.5572756106064173	0.5660974587224519	0.5730066988926751	0.5785085523148593	0.5833135792400337	0.5884320891361466	0.5912741738972869	0.5952929488497704	0.59860807251089	0.5997530749771398	0.6029513838630166	0.6043579575571122	0.6063943730006638	0.6064067970213369	0.6101804176764349	0.6094803848149278	0.609789059060113	0.6112300338489602	0.612561611625499	0.6132660922173739	0.6129808098913911	0.6149530873149952	0.6155276367381158	0.6145550260689515	0.6160030738485821	0.6163684347428641	0.6168946439177091	0.6164939531712651	0.6168666211974644	0.6170655506077362	0.6168961545208259	0.6168798783754593	0.6170535680299111	0.6188038033226175	0.6188982941727231	0.6192557473154433	0.6201023484797201	0.6201322631669353	0.6215208228189355	0.6217207760667284	0.6211319977923014	0.6214438331500257	0.6212390760816554	0.6215621427975684	0.6228043953880851	0.6229402785247711	0.6250913159540082	0.6241669012027184	0.6235380960940112	0.6256530422270629	0.6259209189146568	0.6256130565299417	0.6263218892901563	0.6265816945611994	0.6269315350606146	0.6265475763264645	0.6275368170930797	0.6281073771494381	0.6274355854517932	0.6292933103678959
A7	0.10254248543453948	0.10313959085722474	0.10341119985706165	0.10413790760569444	0.10479905581614088	0.1056552448117938	0.10655616483152532	0.10793671020808525	0.10946952075689644	0.11127958272184203	0.11362062597146642	0.11616163066271143	0.11890170206372785	0.12293931454803227	0.12723698127215416	0.13225448037062956	0.1385063763378099	0.14569394807956895	0.15335843372201183	0.16250376245895135	0.17284539340077573	0.18424010144034392	0.19692997174885074	0.21092131063257982	0.22532960282439746	0.2398374581485754	0.25519700492856323	0.27053561198729165	0.28435552196345804	0.29924503061689006	0.31180320755627366	0.32431733634599963	0.3356257511703912	0.3453227802767328	0.35495217447529803	0.36282420448942293	0.3689755837630064	0.37567559184061816	0.38041253769175065	0.38505503139062036	0.3883583390439389	0.39137367873612505	0.393649577840511	0.3966996053204323	0.3985644851603902	0.39956142420830393	0.4017874182361532	0.4023798955918684	0.4039272768492873	0.40454098580136955	0.4054325874840687	0.4070718833886593	0.40764417252976604	0.40835130983907836	0.40847897522875876	0.4088831524096065	0.40896980649835024	0.40945787142779805	0.40960738301276983	0.4098468461138179	0.4107102490896403	0.4102983154556872	0.41117844987197927	0.41147870008839976	0.4124668649524652	0.41230505746706947	0.4124180966725471	0.4132013259258093	0.41272181112987577	0.4125078956343169	0.41308804535064947	0.4141327834584948	0.4146875915797458	0.41528402070818116	0.41463543983709406	0.41569555639798744	0.4162890366272122	0.4158295011201626	0.41631922488536655	0.4169968056538459	0.41765348552157244	0.41783905534184645	0.41835915457422507	0.41855276030547345	0.4183209094911699	0.4186981436235789	0.41956626511468237	0.41972801769208284	0.42006366032055537	0.4209788170952304	0.4214142035850498	0.42208615805439675	0.4219953245476029	0.42207267409861304	0.4229643049755773	0.4231530906484682	0.4236392134548077	0.42312863137688883	0.42375175871648985	0.42433282966258157
A8	0.10206564446065183	0.10238839492273706	0.10273752013777838	0.1033966437532319	0.10399639803643967	0.10494723074034154	0.10572108861475098	0.10704311198345486	0.10839474378463974	0.11045951694545512	0.11232201936566269	0.1152313597434101	0.11837110683403004	0.12196330604604684	0.12592174757170468	0.1313768650776323	0.13721068976261022	0.14434510236884776	0.1521511622697106	0.1613324363515938	0.17152204002417618	0.1832084519329444	0.19567908458783956	0.20965028721543444	0.22371485631239016	0.23835695719147237	0.2539894732058968	0.2687596105056406	0.283524618363218	0.29681180393484813	0.31010498694725563	0.32142672992585425	0.33193749676126955	0.3419661728875308	0.3509396738657068	0.3580619195223262	0.3646988299194234	0.3706133685036343	0.3748128858658727	0.3795997200931605	0.38318518585851774	0.38560975071883624	0.38806354462623993	0.3908405029597524	0.39263669745536356	0.39493188096375437	0.39495185433582275	0.39656752216993346	0.3972347210943467	0.3985553348711118	0.39938732027151314	0.39951257080701547	0.40071110528213283	0.4017433770185088	0.40056031948954807	0.4011777065729961	0.4018915240363664	0.40294050648224394	0.40288966732337145	0.4031925051236782	0.40386425818116023	0.404002595212694	0.4050345203155143	0.40400413221666004	0.4052362128939868	0.40540903912398385	0.40566737839508576	0.4057437671062844	0.4059022433014983	0.4069241941977975	0.40623944772033227	0.4071386718658203	0.4075728148441171	0.4078273137760449	0.40836940881256584	0.4084303087683963	0.40925867309750813	0.4088445264273458	0.4094144997999294	0.40884290374247195	0.4101813793095755	0.410521883591348	0.41216617970247166	0.41128730326853064	0.41164142210118526	0.4115847763260856	0.41233459347263457	0.4128982570623526	0.4130030419516953	0.4129375170508974	0.4139121797461132	0.41474945108168826	0.4149652228637867	0.4147040287483529	0.4154287419043538	0.41617035553810167	0.4163513828153294	0.41672689143055086	0.41780170467750055	0.41719182063450816
A9	0.10166798078495988	0.10216429332739524	0.1025080478944755	0.10306430226074174	0.10388325331915751	0.10456710611853479	0.10560533857738576	0.10683826215657717	0.10833327562131519	0.11027607842453355	0.11232300472576943	0.11508887524311041	0.11826207442775985	0.12190764037510823	0.12612504548582043	0.131730197601404	0.13746403036175525	0.14468903219840454	0.15275761479773856	0.16218600218843074	0.1725954333995805	0.1841952019369345	0.19699625488540312	0.21056448191061466	0.22529810201322364	0.24050187248783603	0.2551873905531197	0.2701813718153203	0.2847693063493725	0.298912784608829	0.31228254231481306	0.3232993682801463	0.3344649022281273	0.3446645723159797	0.35291685522792016	0.3602325958442365	0.3669461863117252	0.37281972080332587	0.3770250554254696	0.3816935574970064	0.3849476062798559	0.38824938032358164	0.39110296929910265	0.39242484988757254	0.39518052960508376	0.39606234829654596	0.3982612230209849	0.39862835887124387	0.3998722473246288	0.3999947125564506	0.4015323767720256	0.4025349861214681	0.40214892226055576	0.4025690913472017	0.40318764900699805	0.4035052212677407	0.40397769440845027	0.40502976704798566	0.4046371632425473	0.40529681468425294	0.40536919453134956	0.40652006903087984	0.4064677865436372	0.4073175123620589	0.4069238748390118	0.40728809417285305	0.40822238875484995	0.407655673044832	0.40774183017230975	0.4087208193881733	0.40885204403761766	0.40969162471373455	0.4101116063675312	0.4095732026413095	0.40984760964389333	0.41090147058849863	0.41097601828908303	0.411264624504516	0.4116274029351382	0.41278818361465414	0.41275073595528117	0.4129106295419983	0.413505660126857	0.4140920759025349	0.41341935019195947	0.41404944430157914	0.4145269401238323	0.4151656934491413	0.41589475331415116	0.4152540290431657	0.41688097695560433	0.41627431746066756	0.41595021760801887	0.41736758724647305	0.4178442585904614	0.41765479290340424	0.41860114078464883	0.41951623882301187	0.4205421239765285	0.41977618540237177
A10	0.10283951817643226	0.10341622327167482	0.10391614033723381	0.10447288042026487	0.10475865141403604	0.10569918732098178	0.10668174078978507	0.10813220467698056	0.10951453267128547	0.1113566661201956	0.11342777132242711	0.11603180222877976	0.11907497841676068	0.12287674312835953	0.12704706406441227	0.13222041480813035	0.13809352020113821	0.14500872451877586	0.15294691233325697	0.16239724372929792	0.17240233638190405	0.1838657122376094	0.19652762876957036	0.21038995058811633	0.22420047387622052	0.23900084666329185	0.254445195018657	0.26950494023026744	0.28427977799179993	0.29774495030231674	0.31167261761829357	0.3232278844022011	0.33478353827918206	0.34539034342342895	0.3535622836074212	0.3612186319513664	0.3680329404615891	0.3737971315135012	0.3797012301953776	0.38386019229773943	0.3875129324533544	0.39085200286540683	0.3928068917751298	0.3958182202523945	0.3982402927510284	0.39921278491089635	0.40048678122251624	0.4016321748259036	0.4024394020779368	0.40379640325488025	0.4047187144842958	0.40481533659554836	0.40583463183031976	0.40646796335572766	0.4068583257325936	0.40715910424399265	0.4080290857812148	0.4089947908365969	0.4095966622802905	0.4091426697517295	0.40857687903455725	0.40967089516580396	0.4100353324072988	0.41023341868978547	0.4109616786229367	0.410678980741755	0.41206209622121487	0.41141549222642104	0.4108041623964894	0.41308380412955914	0.4124906646660807	0.41304855840704624	0.4133958797101178	0.41361534577828035	0.41404468444914877	0.4141639197854276	0.414141018736936	0.41493503974564355	0.4153993121095243	0.4158925973939664	0.4158739780499714	0.41673216199196583	0.41611216405344104	0.41774349072269856	0.41736344223576993	0.41746718143016703	0.4190557129631597	0.41902669102459	0.41887005445881664	0.41922582268818304	0.41933029294588825	0.4199800174384419	0.42000680906861065	0.42069152652512987	0.4206322473249445	0.4224962797486424	0.42162176285975517	0.4226066337406651	0.42306721519477697	0.4235181867120812
